1.000000000000000000e+00 2.869146346354479755e-03 1.267905570256476532e-03 5.263537406367807666e-04 2.052698251702791683e-04 7.520195068843400950e-05 2.588151499729985597e-05 8.367714961550877943e-06 2.541444653157482923e-06 7.251219125920041627e-07 1.943560201470281277e-07
1.000000000000000000e+00 3.495185650852107497e-03 1.569261237769829830e-03 6.618763159535043976e-04 2.622497176785903734e-04 9.761348373570484212e-05 3.413195707556771256e-05 1.121164050348116004e-05 3.459662480783643907e-06 1.002893680204522363e-06 2.731068871881082551e-07
1.000000000000000000e+00 4.240708873210609006e-03 1.934435471802909865e-03 8.289467448057396539e-04 3.336995404158659383e-04 1.261947191631545293e-04 4.483150818775752557e-05 1.496174029571647679e-05 4.690697966045007382e-06 1.381495333005532330e-06 3.822240144083940170e-07
1.000000000000000000e+00 5.124568838929542507e-03 2.375001615719638751e-03 1.034015579391693368e-03 4.229089245019848381e-04 1.624887181599154811e-04 5.864840021669315149e-05 1.988592158329636380e-05 6.334201427030726593e-06 1.895372660512964025e-06 5.327874041569164017e-07
1.000000000000000000e+00 6.167751480522288589e-03 2.904184704918703896e-03 1.284630403729722977e-03 5.338125179102748245e-04 2.083799387635536194e-04 7.641518224937866703e-05 2.632449176941797372e-05 8.519163086101099131e-06 2.589944537896118993e-06 7.396744044466693711e-07
1.000000000000000000e+00 7.393448690349373534e-03 3.537001309298915160e-03 1.589571153091818428e-03 6.710908536768853128e-04 2.661578390367749466e-04 9.916394564423647231e-05 3.470762770832514936e-05 1.141176072195967295e-05 3.524820279131414713e-06 1.022769797475407403e-06
1.000000000000000000e+00 8.827097479458765120e-03 4.290390967013727602e-03 1.958990867772769737e-03 8.402810088510598730e-04 3.385893391859107291e-04 1.281677045555967473e-04 4.557645348408548682e-05 1.522506109165315698e-05 4.777868087244103450e-06 1.408529220776202203e-06
1.000000000000000000e+00 1.049637756360004281e-02 5.183333837604490145e-03 2.404559413659738965e-03 1.047896618265226976e-03 4.290006597772928775e-04 1.649886527653895388e-04 5.960830702449760465e-05 2.023094145191265878e-05 6.450330895113755513e-06 1.931988289830209249e-06
1.000000000000000000e+00 1.243115919661619273e-02 6.236948449633986265e-03 2.939607018885996396e-03 1.301556399159888239e-03 5.413688993014693094e-04 2.115340130345203602e-04 7.764682629218317604e-05 2.677465014876300692e-05 8.673222650198653819e-06 2.639330525389515680e-06
1.000000000000000000e+00 1.466339299809264231e-02 7.474562718255677723e-03 3.579263743459121152e-03 1.610119860410482145e-03 6.804235047018281687e-04 2.701201629662409748e-04 1.007375289158144338e-04 3.529248011587233174e-05 1.161527934200744649e-05 3.591151555867109053e-06
1.000000000000000000e+00 1.722693372389078742e-02 8.921750801012630350e-03 4.340590234989054330e-03 1.983828314224338803e-03 8.517575164105523110e-04 3.435456547833623010e-04 1.301695908982117018e-04 4.633308468256548977e-05 1.549278466597961551e-05 4.866585405280369194e-06
1.000000000000000000e+00 2.015729044957860483e-02 1.060632788907857164e-02 5.242694351873067142e-03 2.434448682822043346e-03 1.061948129210571337e-03 4.351736382616628305e-04 1.675245456397352214e-04 6.058301925307703030e-05 2.058163977393883499e-05 6.568491271390822777e-06
1.000000000000000000e+00 2.349129651679737404e-02 1.255829474268063337e-02 6.306827484540221407e-03 2.975416906026551785e-03 1.318685697711815836e-03 5.490240389648755499e-04 2.147326183817720342e-04 7.889714247138969374e-05 2.723209937187141824e-05 8.829936231900424584e-06
1.000000000000000000e+00 2.726669386181981500e-02 1.480972372153524508e-02 7.556453710138267936e-03 3.621977020813977027e-03 1.630909828409099612e-03 6.898756306740735705e-04 2.741373770605405407e-04 1.023345530397805965e-04 3.588665138856828295e-05 1.182225083310513895e-05
1.000000000000000000e+00 3.152162802304551981e-02 1.739457828111486484e-02 9.017284315910433640e-03 4.391311218902207297e-03 2.008950640021485694e-03 8.633778648296616849e-04 3.485693116477329729e-04 1.322007692934581069e-04 4.710157297950689429e-05 1.576498036553928520e-05
1.000000000000000000e+00 3.629405221464861164e-02 2.034845844775050316e-02 1.071726976519735662e-02 5.302655417078163541e-03 2.464672644448423662e-03 1.076171975275414579e-03 4.414288431249684445e-04 1.700968730777624633e-04 6.157274962485693862e-05 2.093810440972365298e-05
1.000000000000000000e+00 4.162104134465050703e-02 2.370826568853700092e-02 1.268654090419526342e-02 6.377394126551871184e-03 3.011618010724773694e-03 1.336020459569700050e-03 5.567791029243364560e-04 2.179763318213893909e-04 8.016639378064184713e-05 2.769695021272543578e-05
1.000000000000000000e+00 4.753801971560545764e-02 2.751178188567890426e-02 1.495729116528564905e-02 7.639127717019156619e-03 3.665145237078850336e-03 1.651943546777647582e-03 6.994486067706562641e-04 2.782101766647653170e-04 1.039553415134643484e-04 3.649028050444767031e-05
1.000000000000000000e+00 5.407790932213133589e-02 3.179715882758894080e-02 1.756359176114200352e-02 9.113704578148388788e-03 4.442558490094890115e-03 2.034360697018320913e-03 8.751436667644704520e-04 3.536611432389299547e-04 1.342616356258788293e-04 4.788209187593705439e-05
